High,Closed,Volume,RSI,SMA,K,Yesterday,Today,Sentiment_Score
101.58000183105469,99.05000305175781,29011900,27.677220692822132,100.25235693795341,11.307648190007084,1,0,0.08063999999999999
99.20999908447266,98.27999877929688,24542100,30.45859572381515,99.46807098388672,15.792796657139965,1,0,0.11283500000000003
97.72000122070312,97.19999694824219,31000900,38.940124391992086,98.94878550938198,34.36514094858955,0,1,0.20549999999999993
101.08999633789062,99.55000305175781,27391400,31.87514475471508,98.42235728672573,26.910938998587863,1,1,0.124784
101.4000015258789,99.12999725341797,31791800,29.616418090375745,97.551999773298,12.960277015909355,1,0,0.14858500000000002
99.41999816894531,95.94999694824219,53610200,32.85539406893494,96.68771416800362,16.534527539257244,1,0,0.10499500000000006
94.4000015258789,91.38999938964844,28707700,41.12844965103298,96.0841429574149,24.070851194412594,0,0,0.040419000000000004
93.58799743652344,92.94000244140625,19641600,41.81841880632884,95.93557139805385,50.472280909843455,1,1,0.053165000000000004
92.97000122070312,92.77999877929688,22935800,39.12035778435456,95.55557141985211,27.665344650777765,1,1,0.10625599999999993
92.9800033569336,91.52799987792969,18617800,44.53558796126762,95.28057152884347,47.6595624949949,0,0,0.187153
92.62000274658203,92.4000015258789,22754200,44.36709174525158,95.15214320591518,60.4651936458651,1,1,0.2433339999999999
92.44999694824219,90.05999755859375,25998800,47.02595120939248,94.89000047956195,52.842840939971495,1,0,0.16936800000000002
89.4749984741211,86.72000122070312,22855600,59.82521939474404,94.9485718863351,88.79589594940617,0,0,0.14362600000000003
90.83000183105469,89.19499969482422,22996700,55.2721486254044,95.26857158115932,91.10027468288015,1,1,0.162833
88.47000122070312,87.36000061035156,26604400,65.82992153682298,95.57892881120954,93.60315773432761,0,0,0.160152
88.20999908447266,88.06999969482422,23136100,67.94810691272353,96.16321454729352,84.51612404201863,0,1,0.2960130000000001
91.23999786376953,91.01000213623047,27046500,67.30392076198225,96.87750026157924,87.11836695739412,1,1,0.26630200000000004
91.55000305175781,89.83000183105469,20738500,56.7355266899584,97.02607127598354,50.03718122566817,1,1,0.197016
88.83000183105469,87.36499786376953,19179300,64.49324504960714,97.31678553989956,56.06849298726294,1,0,0.11776099999999996
89.36499786376953,87.02999877929688,18280700,68.0416742960612,97.91142872401646,69.39686882384052,0,0,0.021168999999999997
88.5199966430664,87.5,17879600,68.83380594671327,98.60714285714286,76.43852049079668,0,1,0.05997700000000003
89.5,89.30999755859375,15470900,70.1556456041917,99.47642844063895,95.93066275710405,1,1,0.18466700000000003
90.0999984741211,87.62000274658203,17815000,75.24321353613104,100.22678593226841,86.93451804473165,0,0,0.23071699999999995
89.18000030517578,88.93000030517578,23656100,72.41304983050892,101.06607164655414,82.64042733515971,0,1,0.2519340000000001
